2021-07-30 18:00:01.372,,,,,,,,2.348,-4.169,9.864,-1.6335,1.7196,-5.0783
2021-07-30 18:00:01.702,,,,,,,,3.214,-3.986,9.928,-2.4840,4.0577,-9.8171
2021-07-30 18:00:02.041,,,,,,,,2.553,-3.962,9.099,-0.2682,-0.7046,-6.5014
2021-07-30 18:00:02.380,,,,,,,,2.565,-4.161,7.555,4.1357,-10.3405,0.3459
2021-07-30 18:00:02.710,,,,,,,,2.542,-4.170,7.620,3.9579,-9.9630,0.0366
2021-07-30 18:00:03.057,,,,,,,,2.544,-4.176,7.620,3.9672,-10.0733,0.1143
2021-07-30 18:00:03.402,,,,,,,,2.545,-4.298,7.982,3.1700,-9.4138,0.1051
2021-07-30 18:00:03.732,,,,,,,,2.362,-6.541,14.110,-10.0792,0.0233,0.1980
2021-07-30 18:00:04.075,,,,,,,,2.351,-6.444,13.919,-9.9829,-0.0688,0.1972
2021-07-30 18:00:04.416,,,,,,,,2.350,-6.444,13.972,-9.9778,-0.0845,0.1964
2021-07-30 18:00:04.762,,,,,,,,2.352,-6.462,14.013,-9.9910,-0.0912,0.1967
2021-07-30 18:00:05.106,,,,,,,,2.344,-6.452,13.920,-9.9494,-0.0951,0.1963
2021-07-30 18:00:05.435,,,,,,,,2.359,-6.438,14.017,-9.9677,-0.0954,0.1977
2021-07-30 18:00:05.766,,,,,,,,2.332,-6.397,13.845,-9.8729,-0.0955,0.1954
2021-07-30 18:00:06.116,,,,,,,,2.375,-6.486,14.119,-9.9744,-0.0974,0.1998
2021-07-30 18:00:06.473,,,,,,,,2.311,-6.319,13.786,-9.7987,-0.0954,0.1945
2021-07-30 18:00:06.819,,,,,,,,2.410,-6.531,14.305,-10.2099,-0.0978,0.2011
2021-07-30 18:00:07.164,,,,,,,,2.255,-6.099,13.471,-9.5822,-0.0928,0.1891
2021-07-30 18:00:07.521,,,,,,,,2.538,-7.030,15.069,-10.7032,-0.1027,0.2116
2021-07-30 18:00:07.849,,,,,,,,0.771,-2.173,4.681,-3.3054,-0.0315,0.0685
2021-07-30 18:00:08.193,,,,,,,,-0.204,0.465,-1.050,0.7727,0.0077,-0.0088
2021-07-30 18:00:08.534,,,,,,,,0.148,-0.267,0.649,-0.3956,-0.0038,0.0118
2021-07-30 18:00:08.875,,,,,,,,0.025,0.031,-0.294,0.2401,0.0023,-0.0024
2021-07-30 18:00:09.217,,,,,,,,0.122,-0.252,0.299,-0.1556,-0.0015,0.0068
2021-07-30 18:00:09.559,,,,,,,,0.057,-0.039,-0.109,0.1008,0.0009,0.0055
2021-07-30 18:00:09.886,,,,,,,,0.080,-0.079,0.102,-0.0646,-0.0012,0.0043
2021-07-30 18:00:10.234,,,,,,,,0.066,-0.046,-0.039,0.0405,0.0002,0.0026
2021-07-30 18:00:10.575,,,,,,,,0.057,-0.023,0.010,-0.0248,-0.0008,0.0047
2021-07-30 18:00:10.905,,,,,,,,0.056,-0.066,-0.039,0.0128,0.0003,0.0022
2021-07-30 18:00:11.247,,,,,,,,0.043,-0.080,0.038,-0.0081,-0.0004,0.0024
2021-07-30 18:00:11.578,,,,,,,,0.099,-0.079,0.019,0.0047,0.0005,0.0051
2021-07-30 18:00:11.919,,,,,,,,0.081,-0.070,0.077,-0.0017,-0.0005,0.0026
2021-07-30 18:00:12.265,,,,,,,,0.066,-0.098,0.025,0.0009,0.0003,0.0031
2021-07-30 18:00:12.609,,,,,,,,0.102,-0.077,0.078,-0.0008,-0.0009,0.0043
2021-07-30 18:00:12.950,,,,,,,,0.090,-0.042,0.086,-0.0002,0.0011,0.0057
2021-07-30 18:00:13.280,,,,,,,,0.134,-0.100,0.107,0.0000,-0.0006,0.0040
2021-07-30 18:00:13.623,,,,,,,,0.122,-0.047,0.009,-0.0006,0.0000,0.0036
2021-07-30 18:00:13.964,,,,,,,,0.081,-0.060,0.086,-0.0003,0.0009,0.0049
2021-07-30 18:00:14.306,,,,,,,,0.129,-0.079,0.014,0.0006,-0.0003,0.0056
2021-07-30 18:00:14.654,,,,,,,,0.102,-0.065,0.083,0.0007,-0.0002,0.0056
2021-07-30 18:00:14.981,,,,,,,,0.099,-0.016,0.048,-0.0003,0.0001,0.0057
2021-07-30 18:00:15.322,,,,,,,,0.204,-0.037,-0.008,0.0003,-0.0004,0.0039
2021-07-30 18:00:15.663,,,,,,,,-0.007,-0.034,0.060,0.0013,0.0001,0.0047
2021-07-30 18:00:15.995,,,,,,,,0.075,-0.111,0.023,0.0002,-0.0009,0.0038
2021-07-30 18:00:16.336,,,,,,,,0.124,-0.129,0.051,0.0003,-0.0003,0.0041
2021-07-30 18:00:16.678,,,,,,,,0.076,-0.084,0.060,-0.0006,0.0005,0.0023
2021-07-30 18:00:17.009,,,,,,,,-0.001,-0.059,0.050,-0.0004,0.0002,0.0038
2021-07-30 18:00:17.351,,,,,,,,0.111,-0.103,0.053,0.0002,-0.0006,0.0031
2021-07-30 18:00:17.680,,,,,,,,0.134,-0.006,0.018,-0.0010,-0.0003,0.0043
2021-07-30 18:00:18.025,,,,,,,,0.125,-0.035,0.017,-0.0011,-0.0004,0.0031
2021-07-30 18:00:18.355,,,,,,,,0.130,-0.060,0.053,-0.0003,-0.0004,0.0041
2021-07-30 18:00:18.701,,,,,,,,0.111,-0.045,0.009,0.0004,-0.0003,0.0008
2021-07-30 18:00:19.042,,,,,,,,0.056,-0.109,-0.002,-0.0006,-0.0005,0.0035
2021-07-30 18:00:19.383,,,,,,,,0.127,0.006,0.060,0.0000,-0.0001,0.0035
2021-07-30 18:00:19.723,,,,,,,,0.159,-0.017,0.015,0.0008,0.0001,0.0018
2021-07-30 18:00:20.054,,,,,,,,0.090,-0.020,0.091,-0.0007,-0.0004,0.0023
2021-07-30 18:00:20.395,,,,,,,,-0.005,-0.047,-0.033,0.0012,-0.0006,0.0031
2021-07-30 18:00:20.718,,,,,,,,0.047,-0.032,0.135,-0.0002,0.0003,0.0037
2021-07-30 18:00:21.049,,,,,,,,0.036,-0.069,-0.170,-0.0001,-0.0010,0.0029
2021-07-30 18:00:21.382,,,,,,,,0.112,-0.054,0.333,-0.0014,0.0001,0.0054
2021-07-30 18:00:21.724,,,,,,,,0.092,0.024,-0.456,0.0027,-0.0017,0.0035
2021-07-30 18:00:22.069,,,,,,,,0.072,-0.113,0.710,-0.0042,0.0021,0.0044
2021-07-30 18:00:22.414,,,,,,,,0.329,0.015,-2.226,0.0106,-0.0070,0.0049
2021-07-30 18:00:22.760,,,,,,,,1.496,0.747,-7.124,0.0246,-0.0151,0.0070
2021-07-30 18:00:23.100,,,,,,,,0.041,-0.009,0.996,-0.0053,0.0022,0.0065
2021-07-30 18:00:23.439,,,,,,,,0.133,-0.007,-0.422,0.0031,-0.0019,0.0033
2021-07-30 18:00:23.764,,,,,,,,0.046,-0.036,0.304,-0.0015,0.0011,0.0035
